Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
01/25/2023,48081,4,Coke County,TX,98.9,1859,54.9,1853,58.4,1787,61.7,1692,63.2,631,66.6,1618,47.8,1616,50.9,131,26.4,1560,53.9,1485,55.5,572,60.4,669,41.3,669,41.4,665,42.6,649,43.7,526,51.9,344,60.1,158,30,117,34,B,5,6,5,6,6,6,Non-metro,5,6,5,6,6,6,7,7,7,6,7,7,7,6,3387,3175,497,2896,2678,947,144,4.5,143,4.9,136,5.1,93,9.8
01/25/2023,31021,4,Burt County,NE,90.9,,,,,,,,,,,3916,60.6,3908,64,376,34.3,3777,68.2,3532,70.6,1410,89.6,2519,64.3,2519,64.5,2499,66.2,2435,68.9,1873,79.2,1232,87.4,1054,56.3,778,63.1,A,2,2,2,3,3,4,Non-metro,6,6,6,7,7,8,4,4,4,4,8,8,8,8,6459,6103,1097,5538,5006,1573,1069,17.5,1064,19.2,1044,20.9,663,42.1
01/25/2023,72153,4,Yauco Municipio,PR,97.8,31516,93.9,31473,95,29492,95,26996,95,7498,95,29627,88.2,29621,91.5,4179,89.7,27840,93,25442,91.8,7026,90.1,21384,72.2,21383,72.2,21255,76.3,19504,76.7,11146,80.9,5824,82.9,3991,35.8,2529,43.4,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,8,4,4,4,4,33575,32383,4658,29944,27725,7802,2732,8.4,2711,9.1,2669,9.6,1486,19
01/25/2023,54097,4,Upshur County,WV,97.1,13720,56.8,13682,59.6,13445,64,12774,66.3,4510,89,12476,51.6,12459,54.2,801,21.6,12259,58.4,11658,60.5,4250,83.8,6370,51.1,6370,51.1,6324,51.6,6207,53.2,4712,64,2973,70,2260,48,1659,55.8,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,12,12,12,11,8,8,8,7,24176,22975,3701,21008,19274,5069,2419,10.5,2399,11.4,2369,12.3,1470,29
01/25/2023,46089,4,McPherson County,SD,96.7,1087,45.7,1084,48.5,1061,53.5,1022,57.1,490,72.7,989,41.6,989,44.2,57,12.8,967,48.8,932,52.1,463,68.7,682,69,682,69,678,70.1,668,71.7,553,81.3,403,87,317,57.3,263,65.3,A,1,1,1,1,2,3,Non-metro,5,5,5,5,6,7,4,4,4,4,8,8,8,8,2379,2236,446,1983,1790,674,326,14.6,323,16.3,322,18,239,35.5
01/25/2023,41039,4,Lane County,OR,97.7,298217,78.1,296012,81.4,286100,85,268863,86,78079,95,267279,70,266325,73.2,22353,43.7,259563,77.1,243972,78.1,72098,94.6,161460,60.4,161453,60.6,159817,61.6,153267,62.8,96315,75.1,59735,82.9,63386,65.8,43549,72.9,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,12,4,4,4,4,382067,363753,51201,336583,312552,76174,81819,22.5,80568,23.9,78093,25,39147,51.4
01/25/2023,09013,4,Tolland County,CT,98.2,122975,81.6,121902,84.3,116950,86.7,109267,87.5,29925,95,104784,69.5,104142,72,11289,57.2,99693,73.9,92853,74.4,24790,95,65263,62.3,65248,62.7,64137,64.3,60945,65.6,38920,74.5,20150,81.3,23942,61.5,14577,72.3,A,3,3,4,3,3,4,Metro,3,3,4,3,3,4,4,4,4,4,4,4,4,4,150721,144561,19743,134822,124818,24571,35468,24.5,34854,25.9,33636,26.9,15930,64.8
01/25/2023,21193,4,Perry County,KY,94.1,18587,72.2,18566,77.1,18190,83.6,17104,86.2,4507,95,16394,63.6,16385,68.1,1228,29.1,16076,73.9,15157,76.4,4166,92.7,7299,44.5,7298,44.5,7279,45.3,7141,47.1,5181,60.3,2890,69.4,2089,40.3,1336,46.2,C,10,11,9,11,11,12,Non-metro,6,7,5,7,7,8,11,11,11,11,7,7,7,7,25758,24067,4221,21768,19846,4493,2457,10.2,2455,11.3,2432,12.3,1301,29
01/25/2023,40045,4,Ellis County,OK,93.8,1594,41.3,1594,43.6,1584,47.7,1542,51.7,741,82.8,1388,36,1388,37.9,46,6.8,1377,41.4,1342,45,639,71.4,611,44,611,44,609,44.2,602,44.9,511,53.4,383,59.9,205,40.1,175,45.7,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,7,7,7,6,7,7,7,6,3859,3658,677,3323,2981,895,212,5.8,212,6.4,211,7.1,160,17.9
01/25/2023,53001,4,Adams County,WA,96,13829,69.2,13782,76.3,13154,87.3,11944,93.2,2211,95,12422,62.2,12421,68.8,1588,30.2,11911,79,10833,84.5,2101,92.8,5343,43,5343,43,5284,44.4,5030,46.4,2807,62.1,1524,72.5,1191,42.4,766,50.3,D,14,15,14,15,16,16,Non-metro,6,7,6,7,8,8,15,15,15,15,7,7,7,7,19983,18066,5252,15072,12814,2264,1586,8.8,1544,10.2,1480,11.5,660,29.2
01/25/2023,39055,4,Geauga County,OH,98.6,62312,66.5,61735,69.6,59274,73.4,55289,76.2,18584,93.8,59233,63.3,58887,66.4,6061,37.5,56644,70.1,52826,72.8,17941,90.6,37922,64,37916,64.4,37181,65.6,35426,67.1,25705,75.8,14824,82.6,15677,61,10358,69.9,A,2,3,2,3,3,4,Metro,2,3,2,3,3,4,4,4,4,4,4,4,4,4,93649,88710,16168,80787,72542,19803,18577,20.9,18175,22.5,17504,24.1,9538,48.2
01/25/2023,20191,4,Sumner County,KS,93.9,11493,50.3,11483,53.4,11273,58.5,10657,61.7,3540,80.8,10369,45.4,10364,48.2,719,17.1,10190,52.9,9645,55.8,3274,74.7,4821,46.5,4820,46.5,4803,47.1,4716,48.9,3610,60.8,2277,69.5,1862,51.6,1344,59,B,5,5,5,6,6,7,Metro,1,1,1,2,2,3,7,7,7,7,3,3,3,3,22836,21491,4208,19264,17283,4383,2182,10.2,2172,11.3,2147,12.4,1383,31.6
01/25/2023,54027,4,Hampshire County,WV,97.1,12929,55.8,12907,58.3,12769,62,12315,64.9,4569,84.1,11231,48.5,11221,50.7,496,15.7,11112,54,10725,56.5,4064,74.8,5033,44.8,5033,44.9,5024,45.2,4948,46.1,3989,54.9,2545,62.6,1673,41.9,1207,47.4,B,5,6,5,6,6,7,Metro,1,2,1,2,2,3,7,7,7,6,3,3,3,2,23175,22140,3160,20579,18980,5430,1963,8.9,1954,9.5,1933,10.2,1210,22.3
01/25/2023,51036,4,Charles City County,VA,78.2,7138,95,7122,95,6961,95,6475,95,2044,95,5718,82.1,5710,85.2,492,64.4,5617,88.9,5218,87.9,1683,94.8,834,14.6,834,14.6,821,14.6,759,14.5,507,14.9,213,12.7,212,41.8,127,59.6,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,5,5,5,5,1,1,1,1,6963,6703,764,6316,5939,1775,246,3.7,239,3.8,226,3.8,108,6.1
01/25/2023,28151,4,Washington County,MS,98.1,26818,61.1,26780,65.5,26028,71.6,24145,73.9,6996,95,23112,52.6,23106,56.5,2086,25.4,22557,62,21020,64.3,6488,88.6,9541,41.3,9541,41.3,9507,42.1,9260,44.1,7315,56.1,4255,65.6,2512,34.3,1721,40.4,D,14,14,13,14,14,16,Non-metro,6,6,5,6,6,8,15,15,15,15,7,7,7,7,43909,40901,8225,36376,32676,7324,2099,5.1,2095,5.8,2068,6.3,1260,17.2
01/25/2023,36035,4,Fulton County,NY,97.5,32565,61,32516,64.1,31779,68.4,30036,70.5,9597,89.3,29846,55.9,29812,58.8,2281,28.3,29149,62.8,27531,64.6,8615,80.1,16404,55,16404,55,16319,56,15864,57.6,11242,67.4,6482,75.2,5467,48.6,3763,58.1,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,7,8,8,8,7,53383,50698,8065,46437,42633,10752,6710,13.2,6660,14.3,6581,15.4,3952,36.8
01/25/2023,UNK,4,Unknown County,PW,,20748,,20683,,19235,,17694,,1880,,18501,,18485,,2568,,17379,,15917,,1815,,12462,67.4,12460,67.4,12236,70.4,11505,72.3,4889,81.1,1595,87.9,1498,30.6,481,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,,1619,,1520,,219,
01/25/2023,02130,4,Ketchikan Gateway Borough,AK,97.4,10330,74.3,10278,78.4,9933,83.2,9188,84.4,2147,93.7,9381,67.5,9342,71.2,993,44.4,9048,75.8,8349,76.7,2030,88.6,4806,51.2,4805,51.4,4769,52.7,4598,55.1,2974,68.4,1602,78.9,1626,54.7,1054,65.8,C,11,11,11,11,11,12,Non-metro,7,7,7,7,7,8,12,12,12,11,8,8,8,7,13901,13118,2234,11941,10884,2291,1977,15.1,1961,16.4,1924,17.7,985,43
01/25/2023,22097,4,St. Landry Parish,LA,96.9,40170,48.9,40038,52.6,38618,57.1,35762,59.2,9906,72.6,35466,43.2,35438,46.6,3526,22.4,34408,50.9,31912,52.9,9210,67.5,16110,45.4,16110,45.5,15970,46.4,15510,48.6,12204,63.9,7192,78.1,5061,41.5,3530,49.1,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,15,7,7,7,7,82124,76109,15745,67622,60364,13639,4079,5.4,4042,6,3974,6.6,2495,18.3
01/25/2023,41025,4,Harney County,OR,97.7,3941,53.3,3929,56.2,3832,59.8,3660,62,1346,73,3482,47.1,3481,49.8,214,19.8,3410,53.3,3267,55.3,1256,68.1,1799,51.7,1799,51.7,1786,52.4,1748,53.5,1311,60.8,887,70.6,647,49.4,470,53,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,12,12,12,11,8,8,8,7,7393,6986,1079,6403,5907,1844,636,9.1,633,9.9,622,10.5,361,19.6
01/25/2023,48133,4,Eastland County,TX,98.9,7907,43.1,7901,45.7,7833,49.4,7584,52.4,3106,76.6,6827,37.2,6824,39.5,236,8.4,6766,42.6,6588,45.5,2786,68.7,2784,40.8,2784,40.8,2779,41.1,2763,41.9,2383,50.3,1624,58.3,805,33.8,607,37.4,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,15,14,7,7,7,6,18360,17288,2811,15867,14477,4054,781,4.5,778,4.9,776,5.4,539,13.3
01/25/2023,48283,4,La Salle County,TX,98.9,5647,75.1,5635,79.3,5425,83.2,5047,83.6,880,86.4,4792,63.7,4791,67.4,469,43.9,4636,71.1,4322,71.6,820,80.6,1916,40,1916,40,1905,41.1,1862,43.1,1176,61.1,560,68.3,498,42.3,259,46.2,D,14,15,15,15,15,16,Non-metro,6,7,7,7,7,8,15,15,15,15,7,7,7,7,7520,7107,1069,6517,6038,1018,408,5.7,408,6.3,396,6.6,178,17.5
01/25/2023,08111,4,San Juan County,CO,97,840,95,826,95,774,95,738,95,196,95,717,95,714,95,59,92.2,685,95,655,95,176,93.6,427,59.6,427,59.8,412,60.1,392,59.8,225,66.6,137,77.8,162,72,110,80.3,B,8,8,8,8,8,8,Non-metro,8,8,8,8,8,8,8,8,8,7,8,8,8,7,728,701,64,668,637,188,248,35.4,242,36.2,231,36.3,104,55.3
01/25/2023,21013,4,Bell County,KY,94.1,14187,54.5,14170,57.8,13999,62.4,13438,65.3,4012,78.1,12309,47.3,12309,50.2,597,15.2,12192,54.3,11712,56.9,3660,71.3,4883,39.7,4883,39.7,4871,40,4806,41,3605,50.8,2158,59,1304,36.2,886,41.1,D,13,14,13,14,14,15,Non-metro,5,6,5,6,6,7,14,15,15,14,6,7,7,6,26032,24502,3932,22441,20570,5134,1468,6,1466,6.5,1447,7,836,16.3
01/25/2023,53057,4,Skagit County,WA,96,99208,76.8,98558,81,94680,85.5,88135,86.9,28398,95,89964,69.6,89640,73.6,9233,45.5,86316,78,80407,79.3,26474,95,53585,59.6,53561,59.8,52551,60.9,50274,62.5,35560,75.9,22356,84.4,23121,65,16360,73.2,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,12,4,4,4,4,129205,121712,20287,110714,101425,27780,28489,23.4,27969,25.3,27173,26.8,15639,56.3
01/25/2023,13317,4,Wilkes County,GA,88.9,5318,54.4,5314,57.2,5252,62,5017,64.9,1717,74,4862,49.7,4862,52.4,247,16,4808,56.8,4615,59.7,1650,71.1,2110,43.4,2110,43.4,2106,43.8,2081,45.1,1608,55.1,1042,63.2,620,38.6,456,43.8,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,11,11,11,10,7,7,7,6,9777,9283,1548,8468,7735,2320,752,8.1,751,8.9,749,9.7,456,19.7
01/25/2023,42063,4,Indiana County,PA,94.9,46325,55.1,46213,57.6,45274,60.9,43540,63.1,16008,95,40123,47.7,40070,50,2282,20.4,39302,52.9,37788,54.8,13938,82.9,20908,52.1,20907,52.2,20800,52.9,20398,54,15803,65.1,10122,72.6,7990,50.6,5822,57.5,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,84073,80189,11185,74344,69004,16822,10167,12.7,10113,13.6,9983,14.5,6237,37.1
01/25/2023,12083,4,Marion County,FL,98.6,242818,66.4,242468,69.8,237987,74.1,226667,76,99994,93.7,214489,58.7,214329,61.7,13438,27.1,210808,65.6,200891,67.4,90943,85.3,106103,49.5,106100,49.5,105700,50.1,103886,51.7,88267,62,64134,70.5,42438,48.1,34257,53.4,D,14,14,13,15,15,16,Metro,2,2,1,3,3,4,15,16,16,15,3,4,4,3,365579,347606,49541,321251,298065,106675,39941,11.5,39821,12.4,39456,13.2,29307,27.5
01/25/2023,28001,4,Adams County,MS,98.1,20679,67.4,20656,71.4,20173,75.7,19112,77.7,6043,95,17524,57.1,17516,60.5,1246,28.6,17123,64.2,16270,66.2,5386,89.7,7179,41,7179,41,7142,41.7,7014,43.1,5685,56.7,3427,63.6,2209,38.9,1497,43.7,D,14,14,13,14,15,16,Non-metro,6,6,5,6,7,8,15,15,15,14,7,7,7,6,30693,28944,4354,26656,24590,6005,1806,6.2,1800,6.8,1782,7.2,1065,17.7
01/25/2023,29217,4,Vernon County,MO,91.3,8652,42.1,8641,44.8,8523,48.8,8092,51.5,2825,69.6,7508,36.5,7507,38.9,444,12.4,7427,42.5,7063,44.9,2568,63.3,3529,47,3529,47,3527,47.5,3488,49.4,2754,62,1837,71.5,1354,49.2,1013,55.1,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,11,11,11,11,7,7,7,7,20563,19299,3585,17455,15714,4059,1669,8.6,1668,9.6,1650,10.5,1033,25.4
01/25/2023,54001,4,Barbour County,WV,97.1,9263,56.3,9247,59.2,9069,63.1,8613,65.3,2791,82.1,8495,51.7,8486,54.4,554,22.9,8341,58,7932,60.1,2619,77,4307,50.7,4305,50.7,4292,51.5,4208,53.1,3118,65.2,1910,72.9,1486,47.7,1088,57,B,6,6,5,6,6,7,Non-metro,6,6,5,6,6,7,8,8,8,7,8,8,8,7,16441,15612,2418,14370,13194,3400,1387,8.9,1381,9.6,1368,10.4,910,26.8
01/25/2023,28057,4,Itawamba County,MS,98.1,9453,40.4,9447,42.8,9365,46.6,8993,49,3190,75.7,8350,35.7,8347,37.8,373,10,8288,41.2,7974,43.4,2932,69.6,3265,39.1,3265,39.1,3260,39.3,3237,40.6,2630,50.3,1790,61.1,912,34.7,697,38.9,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,6,6,7,6,6,6,7,6,23390,22090,3728,20101,18362,4213,748,3.4,747,3.7,743,4,486,11.5
01/25/2023,27111,4,Otter Tail County,MN,94.7,34119,58.1,33923,61.3,32862,65.5,31161,67.8,13263,92.3,31276,53.2,31228,56.5,2570,27.5,30296,60.3,28658,62.4,12237,85.2,21091,67.4,21089,67.5,20911,69,20323,70.9,16251,80.7,10568,86.4,10413,64.1,7631,72.2,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,8,8,8,8,8,58746,55307,9356,50207,45951,14368,11896,21.5,11801,23.5,11594,25.2,7440,51.8
01/25/2023,31061,4,Franklin County,NE,90.9,,,,,,,,,,,1186,39.8,1184,42.2,70,16.6,1166,45.3,1114,46.7,456,54.1,784,66.1,784,66.2,784,67.2,776,69.7,652,81.6,438,95,262,40.2,197,45,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,4,4,4,4,8,8,8,8,2979,2804,421,2572,2383,843,229,8.2,229,8.9,225,9.4,159,18.9
01/25/2023,54075,4,Pocahontas County,WV,97.1,5032,61,5027,64,4959,68.1,4827,70.8,1880,87.2,4467,54.2,4464,56.9,160,15.6,4406,60.5,4304,63.1,1758,81.5,2432,54.4,2432,54.5,2420,54.9,2401,55.8,1966,65.6,1283,73,939,47.8,689,53.7,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,12,12,12,11,8,8,8,7,8247,7850,1028,7287,6822,2157,873,11.1,868,11.9,864,12.7,575,26.7
01/25/2023,54043,4,Lincoln County,WV,97.1,11794,57.8,11775,61,11480,65.7,10710,67.5,3491,85.6,10579,51.8,10571,54.8,903,26.4,10353,59.3,9668,60.9,3244,79.6,5064,47.9,5064,47.9,5044,48.7,4885,50.5,3712,59.8,2150,66.3,1427,38.4,992,46.1,B,6,6,5,6,6,7,Metro,2,2,1,2,2,3,7,7,8,7,3,3,4,3,20409,19294,3422,17463,15872,4076,1493,7.7,1492,8.5,1478,9.3,870,21.3
01/25/2023,24027,4,Howard County,MD,98.2,328741,95,322857,95,298234,95,268739,95,53349,95,294459,90.4,290564,94.8,50143,83.9,267781,95,240421,95,48887,95,192474,65.4,192234,66.2,183865,68.7,168547,70.1,91187,80.1,42137,86.2,63094,69.2,33054,78.4,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,4,4,4,4,4,325690,306568,59766,275445,246802,46496,105089,34.3,100778,36.6,94781,38.4,32205,69.3
01/25/2023,29047,4,Clay County,MO,91.3,164125,65.7,162237,69.3,153423,72.8,140076,73.6,34338,95,142169,56.9,141279,60.3,19039,43.2,134094,63.6,122240,64.3,31290,86.7,76226,53.6,76200,53.9,74670,55.7,70911,58,45364,71.3,25326,80.9,25803,56.9,16550,65.3,A,2,2,3,2,2,4,Metro,2,2,3,2,2,4,4,4,4,4,4,4,4,4,249948,234259,44059,210713,190200,36092,37772,16.1,37084,17.6,35723,18.8,16822,46.6
01/25/2023,46121,4,Todd County,SD,96.7,10334,95,10168,95,8468,95,6846,95,898,95,8184,80.4,8164,91.1,2417,79.7,6974,95,5747,95,762,95,5107,62.4,5107,62.6,4704,67.5,3979,69.2,1546,77.2,585,76.8,1073,69.4,410,70.1,D,16,16,16,16,16,16,Non-metro,8,8,8,8,8,8,16,16,16,15,8,8,8,7,10177,8966,3031,7257,5935,763,2772,30.9,2531,34.9,2212,37.3,397,52
01/25/2023,39149,4,Shelby County,OH,98.6,18972,39,18952,41.7,18662,45.6,17943,49,6339,76.6,17988,37,17979,39.6,916,10.4,17728,43.3,17063,46.6,6069,73.4,9319,51.8,9319,51.8,9291,52.4,9143,53.6,7301,64.2,4468,73.6,3349,45.9,2381,53.3,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,4,4,4,3,8,8,8,7,48590,45453,8826,40920,36627,8274,3499,7.7,3488,8.5,3438,9.4,2161,26.1
01/25/2023,45067,4,Marion County,SC,93,17778,58,17753,61.5,17195,65.7,16177,68.1,5345,84.1,15475,50.5,15463,53.5,1326,25.8,15037,57.5,14137,59.5,4820,75.9,7182,46.4,7182,46.4,7143,47.5,6997,49.5,5550,61.7,3498,72.6,2145,38.6,1533,43.8,D,14,14,13,14,14,15,Non-metro,6,6,5,6,6,7,15,15,15,15,7,7,7,7,30657,28886,5134,26173,23752,6352,2168,7.5,2152,8.2,2127,9,1344,21.2
01/25/2023,42111,4,Somerset County,PA,94.9,42417,57.8,42331,60.4,41636,63.9,40184,66.5,15053,89.2,37671,51.3,37648,53.7,1832,18.9,37083,56.9,35816,59.3,13475,79.8,20128,53.4,20127,53.5,20045,54.1,19741,55.1,14829,63.4,9430,70,6938,46.8,4992,52.9,B,6,6,5,6,6,7,Non-metro,6,6,5,6,6,7,8,8,8,7,8,8,8,7,73447,70102,9690,65139,60412,16876,7470,10.7,7440,11.4,7337,12.1,4857,28.8
01/25/2023,19085,4,Harrison County,IA,97.3,8659,61.6,8643,65.4,8408,70.3,7923,73.2,2863,95,7605,54.1,7602,57.5,571,23.9,7427,62.1,7031,64.9,2618,93.8,3704,48.7,3704,48.7,3680,49.5,3593,51.1,2822,59.5,1712,65.4,1432,50.7,1026,59.9,A,2,2,1,2,2,4,Metro,2,2,1,2,2,4,3,3,4,3,3,3,4,3,14049,13219,2389,11958,10830,2790,1737,13.1,1721,14.4,1678,15.5,1023,36.7
01/25/2023,27011,4,Big Stone County,MN,94.7,3478,69.7,3449,73.5,3350,78.3,3167,80.9,1329,95,3280,65.7,3264,69.6,264,33.9,3177,74.3,3000,76.7,1248,93.2,1964,59.9,1963,60.1,1944,61.2,1882,62.7,1491,72.4,993,79.6,937,62.8,711,71.6,A,3,3,2,3,3,4,Non-metro,7,7,6,7,7,8,4,4,4,3,8,8,8,7,4991,4692,779,4277,3913,1339,1020,21.7,1003,23.5,987,25.2,671,50.1
01/25/2023,40133,4,Seminole County,OK,93.8,15862,65.4,15837,69.7,15482,75.8,14504,79.2,4308,95,13320,54.9,13314,58.6,1073,24.3,13021,63.8,12241,66.9,3838,86.2,5567,41.8,5567,41.8,5533,42.5,5381,44,4048,54.4,2404,62.6,1641,40.5,1099,45.7,D,14,14,13,14,15,16,Non-metro,6,6,5,6,7,8,15,15,15,14,7,7,7,6,24258,22723,4412,20417,18311,4452,1941,8.5,1934,9.5,1898,10.4,1043,23.4
01/25/2023,31015,4,Boyd County,NE,90.9,708,36.9,,,,,,,,,705,36.7,705,38.5,27,10,698,41.5,678,43.4,325,54.6,467,66.2,467,66.2,467,66.9,463,68.3,409,76,288,88.6,145,35.5,115,39.9,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,4,4,4,4,8,8,8,8,1919,1833,269,1682,1564,595,142,7.7,142,8.4,141,9,111,18.7
01/25/2023,29186,4,Ste. Genevieve County,MO,91.3,9064,50.7,9041,53.5,8900,57.8,8523,61,2980,82.8,8282,46.3,8261,48.9,437,15,8144,52.9,7824,56,2814,78.2,4462,53.9,4460,54,4446,54.6,4406,56.3,3479,68.3,2170,77.1,1798,51.7,1314,60.6,A,1,1,1,2,2,3,Non-metro,5,5,5,6,6,7,4,4,4,3,8,8,8,7,17894,16898,2915,15388,13983,3598,1899,11.2,1891,12.3,1879,13.4,1188,33
01/25/2023,41071,4,Yamhill County,OR,97.7,77262,72.1,76630,75.8,73224,79.6,67860,81.1,18967,95,70062,65.4,69793,69,7593,43.6,67027,72.8,62200,74.3,17751,92.9,40092,57.2,40087,57.4,39458,58.9,37569,60.4,24023,72.1,14226,80.1,13873,57.7,9337,65.6,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,12,4,4,4,4,107100,101158,17435,92039,83723,19099,16780,16.6,16445,17.9,15886,19,8036,42.1
01/25/2023,08045,4,Garfield County,CO,97,44402,73.9,43969,78.5,41945,83.7,38545,85.5,8375,95,40113,66.8,39943,71.3,4889,44.7,38193,76.2,35054,77.8,7905,95,21405,53.4,21402,53.6,21026,55.1,19993,57,11808,71,6094,77.1,7062,59.8,4324,71,C,11,11,11,11,11,12,Non-metro,7,7,7,7,7,8,12,12,12,11,8,8,8,7,60061,56004,10928,50126,45076,8288,8728,15.6,8541,17,8229,18.3,3726,45
01/25/2023,20143,4,Ottawa County,KS,93.9,2998,52.6,2998,55,2938,59.4,2799,62.8,954,78.6,2700,47.3,2700,49.6,180,18.2,2650,53.6,2520,56.6,857,70.7,1284,47.6,1284,47.6,1278,48.2,1256,49.8,948,61.9,603,70.4,514,54.2,398,66,A,1,1,1,2,2,3,Non-metro,5,5,5,6,6,7,3,3,3,3,7,7,7,7,5704,5447,991,4944,4456,1213,524,9.6,523,10.6,513,11.5,364,30
01/25/2023,40077,4,Latimer County,OK,93.8,4103,40.7,4094,43.3,4027,46.6,3812,48.4,1254,56.2,3604,35.8,3602,38.1,229,14.5,3546,41.1,3373,42.8,1174,52.6,1554,43.1,1554,43.1,1548,43.7,1521,45.1,1229,56.5,751,64,527,42.9,358,47.7,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,10073,9458,1577,8633,7881,2231,590,6.2,586,6.8,573,7.3,335,15
01/25/2023,51630,4,Fredericksburg city,VA,78.2,14633,50.4,14624,54,14537,59,13773,60.2,3432,95,11908,41,11901,43.9,614,14.6,11859,48.1,11287,49.3,2663,76.9,607,5.1,607,5.1,605,5.1,590,5.2,368,6.5,173,6.5,163,44.3,104,60.1,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,9,9,9,9,1,1,1,1,29036,27084,4201,24652,22883,3462,836,3.1,834,3.4,820,3.6,455,13.1
01/25/2023,22099,4,St. Martin Parish,LA,96.9,24539,45.9,24501,49.1,23820,53,22308,54.8,6158,73.3,22027,41.2,22016,44.1,1840,20,21512,47.9,20176,49.6,5903,70.3,9179,41.7,9179,41.7,9130,42.4,8881,44,7117,59.3,4252,72,2522,35.4,1758,41.3,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,11,11,11,11,3,3,3,3,53431,49906,9220,44915,40686,8400,2196,4.4,2187,4.9,2150,5.3,1332,15.9
